id,crashYear,crashSeverity,fatalCount,seriousInjuryCount,minorInjuryCount,crashLocation1,crashLocation2,region,holiday,light,speedLimit,advisorySpeed,latitude,longitude,bicycle,bus,carStationWagon,moped,motorcycle,otherVehicleType,pedestrian,schoolBus,suv,taxi,train,truck,vanOrUtility,vehicle
497738,2003,Serious Crash,0,1,0,BETHELLS ROAD,TE AUTE RIDGE W,Auckland Region,,Bright sun,100,,174.465296,-36.872313,0,0,1,1,0,0,,0,0,0,,0,0,
334315,2008,Fatal Crash,1,1,1,SH 35,DOWNEY ROAD,Gisborne Region,Christmas New Year,Bright sun,100,65,178.197071,-37.594483,0,0,0,0,0,0,,0,0,0,0,1,0,0
170931,2009,Minor Crash,0,0,2,SH 3,TURAKINA BEACH ROAD,Manawatu-Wanganui Region,,Dark,100,,175.211721,-40.035231,0,0,1,0,0,0,,0,0,0,0,1,0,0
120090,2011,Minor Crash,0,0,1,ELTHAM ROAD,STRATFORD ST,Marlborough Region,,Overcast,50,,173.947184,-41.521399,0,0,1,0,0,0,,0,0,0,,0,1,
194253,2018,Minor Crash,0,0,1,MOKOIA ROAD,PORRITT AVENUE,Auckland Region,,Dark,50,,174.719095,-36.811307,0,0,1,0,1,0,,0,0,0,,0,0,
43782,2007,Minor Crash,0,0,1,SH 1N,PENROSE OBR,Auckland Region,,Bright sun,100,,174.823205,-36.912526,0,0,1,0,0,0,,0,0,0,0,1,0,0
95229,2006,Serious Crash,0,2,0,SH 2,ORCHARD EAST ROAD,Waikato Region,,Overcast,100,,175.530835,-37.273249,0,0,1,0,0,0,,0,0,0,,1,0,
111365,2010,Serious Crash,0,1,0,MURRAY ST,DOMAIN AVENUE,Canterbury Region,,Dark,50,,171.299967,-44.250264,0,0,1,0,0,0,,0,0,0,0,0,0,0
254273,2018,Serious Crash,0,1,0,COOK DRIVE,WHITE ST,Waikato Region,,Dark,50,,175.697495,-36.839570,0,0,1,0,1,0,,0,0,0,0,0,0,0
259066,2001,Serious Crash,0,1,0,GLENGARRY ROAD,ROSIER ROAD,Auckland Region,,Twilight,50,,174.638768,-36.921767,0,0,1,0,1,0,,0,0,0,,0,0,
256425,2011,Minor Crash,0,0,1,LATHAM ST,WELLESLEY ROAD,Hawke's Bay Region,,Bright sun,50,,176.914932,-39.498643,0,0,1,1,0,0,,0,0,0,,0,0,
94225,2008,Serious Crash,0,1,0,SH 2,HOROKIWI ROAD,Wellington Region,,Bright sun,100,,174.849665,-41.227142,1,0,1,0,0,0,,0,0,0,0,0,0,0
25765,2017,Minor Crash,0,0,1,ARTHURS POINT ROAD,ATLEY ROAD,Otago Region,,Bright sun,70,35,168.674051,-44.986403,0,0,2,0,0,0,,0,0,0,,0,0,
81606,2001,Fatal Crash,1,0,0,OMAHU ROAD,RAUPARE ROAD,Hawke's Bay Region,,Overcast,70,,176.808126,-39.616086,0,0,0,0,1,0,,0,0,0,0,0,0,0
256340,2007,Serious Crash,0,1,0,BUCKLEYS ROAD,LINWOOD AVENUE,Canterbury Region,,Bright sun,50,,172.673228,-43.533593,0,0,1,0,0,0,1,0,0,0,,0,0,
52510,2012,Minor Crash,0,0,1,PENNEY AVENUE,RICHARDSON ROAD,Auckland Region,,Twilight,50,,174.730780,-36.915901,0,0,0,0,0,0,1,0,0,0,0,0,1,0
90784,2001,Minor Crash,0,0,1,SH 20,RIMU OFF SBD,Auckland Region,,Dark,100,,174.789659,-36.937156,0,0,0,0,0,0,,0,0,0,0,0,1,0
256787,2005,Minor Crash,0,0,1,SH 25,OTUTURU CRESCENT,Waikato Region,,Overcast,100,,175.509580,-37.006627,0,0,1,0,1,0,,0,0,0,,0,0,
62500,2011,Minor Crash,0,0,1,GREAT SOUTH ROAD,FAIRBURN ROAD,Auckland Region,,Bright sun,50,,174.845667,-36.947024,1,0,1,0,0,0,,0,0,0,,0,0,
250661,2016,Minor Crash,0,0,1,MAY ST,KNIGHTON ROAD,Waikato Region,,Dark,50,,175.312977,-37.784482,0,0,1,0,0,0,,0,0,0,0,0,0,0
256637,2009,Minor Crash,0,0,2,KOHI POINT LOOKOUT ROAD,OTARAWAIRERE ROAD,Bay of Plenty Region,,Dark,100,,177.016520,-37.958346,0,0,0,0,0,0,,0,0,0,0,0,1,0
260876,2005,Minor Crash,0,0,1,MCLEAN ROAD,ANGLE ROAD,Bay of Plenty Region,,Bright sun,100,,176.875436,-37.963960,0,0,0,0,0,0,,0,1,0,,0,0,
249974,2002,Minor Crash,0,0,1,SEAFORTH AVENUE,MILSON LINE,Manawatu-Wanganui Region,,Overcast,50,,175.617933,-40.331589,0,0,1,0,0,0,,0,0,0,0,0,0,0
95039,2002,Minor Crash,0,0,1,WAIMEA ST,PEMBROKE ST,Taranaki Region,,Dark,50,,174.058611,-39.080580,0,0,2,1,0,0,,0,0,0,0,0,0,0
257973,2016,Minor Crash,0,0,1,SH 1N,NIKAU OBR,Waikato Region,,Dark,100,,175.000188,-37.215131,0,0,1,0,0,0,,0,0,0,0,0,0,0
104088,2018,Fatal Crash,1,1,4,SADDLE ROAD,MANGAMANAIA STM BR,Manawatu-Wanganui Region,,Bright sun,80,45,175.844531,-40.309463,0,0,0,0,0,0,,0,2,0,,0,0,
91469,2015,Minor Crash,0,0,1,HUNTLY ROAD,CHURCH ROAD EAST,Otago Region,,Bright sun,100,,170.210824,-45.871313,0,0,1,0,0,0,,0,0,0,0,0,0,0
251295,2017,Serious Crash,0,1,0,BADER DRIVE,ELMDON ST,Auckland Region,,Bright sun,50,,174.793553,-36.961487,0,0,1,0,0,0,,0,0,0,0,0,0,0
259021,2016,Minor Crash,0,0,1,SH 88,ST ANDREWS ST EXTENSION,Otago Region,,Bright sun,50,,170.511188,-45.873322,0,0,0,0,0,0,,0,2,0,,0,0,
256533,2004,Minor Crash,0,0,2,YARROW ST,DEVERON ST,Southland Region,,Bright sun,50,,168.353744,-46.408588,0,0,2,0,0,0,,0,0,0,,0,0,
256541,2011,Minor Crash,0,0,2,CHAPEL ROAD,TOWN CENTRE DRIVE,Auckland Region,,Bright sun,60,,174.915203,-36.933701,0,0,2,0,0,0,,0,0,0,,0,0,
261241,2003,Serious Crash,0,1,0,SH 6,LYELL CRK CV,West Coast Region,,Overcast,100,,172.044905,-41.796202,0,0,0,0,1,0,,0,0,0,,0,0,
139851,2007,Serious Crash,0,1,0,ELIZABETH ST,BROUGHAM ST,Wellington Region,,Bright sun,50,,174.785169,-41.296418,0,0,1,0,0,0,1,0,0,0,,0,0,
97951,2003,Minor Crash,0,0,2,CAMERON ROAD,KAURI ST,Bay of Plenty Region,,Bright sun,50,,176.140249,-37.715060,2,0,1,0,0,0,,0,0,0,,0,0,
63571,2016,Serious Crash,0,1,0,OUTRAM ROAD,PARK ROAD SOUTH,Hawke's Bay Region,,Bright sun,50,,176.848479,-39.653698,0,0,1,0,1,0,,0,0,0,,0,0,
154020,2018,Minor Crash,0,0,2,SH 1N,TANGIMOANA ROAD,Manawatu-Wanganui Region,,Overcast,100,,175.388866,-40.191520,0,0,1,0,0,0,,0,0,0,,0,1,
143828,2018,Minor Crash,0,0,2,MAIN HIGHWAY,ROBERT ST,Auckland Region,,Dark,50,,174.808679,-36.896299,0,0,1,0,0,0,1,0,0,0,,0,0,
263714,2015,Serious Crash,0,1,0,MADRID ST,SWINBURN ST,Manawatu-Wanganui Region,,Dark,50,,176.105097,-40.209542,0,0,1,0,0,0,,0,0,0,0,0,0,0
261372,2011,Fatal Crash,1,4,0,SH 2,COALFIELDS ROAD,Waikato Region,,Overcast,100,,175.213142,-37.246634,0,0,1,0,0,0,,0,1,0,,0,0,
256412,2004,Minor Crash,0,0,2,SH 1N,TRIG ROAD,Northland Region,,Overcast,100,,173.090862,-34.773984,0,0,1,0,0,0,,0,0,0,0,0,0,0
138453,2014,Minor Crash,0,0,1,MOUNT EDEN ROAD,DUKE ST,Auckland Region,,Dark,50,,174.756815,-36.899430,0,0,1,0,0,0,,0,0,0,,0,0,
253610,2018,Minor Crash,0,0,1,SH 49,RATAMAIRE ROAD,Manawatu-Wanganui Region,,Bright sun,100,85,175.453961,-39.439354,0,0,0,0,0,0,,0,0,0,0,0,1,0
256418,2008,Serious Crash,0,1,0,FERRY ROAD,RADLEY ST,Canterbury Region,,Dark,50,,172.679084,-43.547278,0,0,1,0,0,0,,0,0,0,0,0,0,0
257532,2001,Minor Crash,0,0,1,Z DWAY MCDONALDS,RUTHERFORD/SELWYN,Nelson Region,,Bright sun,50,,173.280869,-41.275140,0,0,1,0,0,0,1,0,0,0,,0,0,
143667,2011,Minor Crash,0,0,4,NORMAN SMITH ST,NOBLE ST,Waikato Region,,Overcast,50,,176.065914,-38.681245,0,0,0,0,0,0,,0,0,0,,0,2,
134475,2003,Minor Crash,0,0,1,SH 2A,HAIRINI BR S,Bay of Plenty Region,,Bright sun,70,,176.165543,-37.719095,0,0,2,0,0,0,,0,0,0,,0,0,
249902,2008,Minor Crash,0,0,1,BALMORAL ROAD,GORING ROAD,Auckland Region,,Overcast,50,,174.742390,-36.885960,0,0,1,0,0,0,,0,1,0,,0,0,
132866,2002,Minor Crash,0,0,1,SH 3,RAPANUI ROAD,Manawatu-Wanganui Region,Easter,Overcast,100,,175.007942,-39.893738,0,0,1,0,0,0,,0,0,0,0,0,0,0
257348,2018,Minor Crash,0,0,3,SH 1N,GEORGE ST,Northland Region,,Overcast,100,,174.288808,-35.617297,0,0,0,0,0,0,,0,1,0,,1,0,
260737,2017,Minor Crash,0,0,1,RILEY ROAD,DUNCAN ROAD,Northland Region,,Dark,100,,173.346925,-35.042904,0,0,1,0,0,0,,0,0,0,0,0,0,0
25180,2019,Minor Crash,0,0,1,057-0000,QUEEN ST EAST,Manawatu-Wanganui Region,,Bright sun,100,,175.306531,-40.630330,0,0,1,0,0,0,,0,0,0,,0,1,
61017,2017,Minor Crash,0,0,1,CAMERON ROAD,CHURCH ST,Bay of Plenty Region,,Overcast,50,,176.137150,-37.719034,0,0,3,0,0,0,,0,0,0,,0,1,
46318,2011,Minor Crash,0,0,2,SH 56,JACKEYTOWN ROAD,Manawatu-Wanganui Region,,Overcast,100,,175.500200,-40.402772,0,0,2,0,0,0,,0,0,0,,0,0,
249141,2001,Minor Crash,0,0,1,SH 76 BROUGHAM,WILSONS ROAD,Canterbury Region,,Bright sun,60,,172.652858,-43.548507,1,0,1,0,0,0,,0,0,0,,0,0,
249910,2002,Minor Crash,0,0,1,SH 45,OPUA ROAD,Taranaki Region,,Bright sun,100,,173.826612,-39.426037,0,0,0,0,1,0,,0,0,0,,1,0,
243742,2015,Minor Crash,0,0,1,Z CPK PLEASANT VIEW ROAD,13 M S PLEASANT VIEW RD,Auckland Region,,Bright sun,50,,174.854283,-36.898012,0,0,2,0,0,0,,0,0,0,,0,0,
138403,2008,Minor Crash,0,0,1,FERRY ROAD,PALINURUS ROAD,Canterbury Region,,Bright sun,50,,172.687207,-43.551541,0,0,1,0,0,0,,0,0,0,,1,0,
61098,2001,Minor Crash,0,0,1,FITZGERALD AVENUE,LICHFIELD ST,Canterbury Region,,Overcast,50,,172.650477,-43.534192,0,0,2,0,0,0,,0,0,0,,0,0,
243741,2001,Serious Crash,0,1,0,NURSERY ROAD,TUAM ST,Canterbury Region,,Bright sun,50,,172.658143,-43.535449,0,0,1,0,0,0,1,0,0,0,,0,0,
257929,2007,Minor Crash,0,0,1,SH 25,WADE ROAD,Waikato Region,,Dark,100,,175.659037,-36.850872,0,0,1,0,0,0,,0,0,0,0,0,0,0
110116,2011,Minor Crash,0,0,1,GREAT SOUTH ROAD,COLES CRESCENT,Auckland Region,,Twilight,50,,174.939810,-37.057798,1,0,1,0,0,0,,0,0,0,,0,0,
251426,2013,Minor Crash,0,0,1,SH 54,RANGITIKEI VALLEY ROAD,Manawatu-Wanganui Region,,Overcast,100,,175.638989,-39.975162,0,0,0,0,1,0,,0,0,0,0,0,0,0
247379,2011,Serious Crash,0,1,0,NURSERY ROAD,FERRY ROAD,Canterbury Region,,Dark,50,,172.656139,-43.539648,0,0,1,0,0,0,1,0,0,0,,0,0,
249390,2014,Serious Crash,0,1,1,SYMONDS ST,CITY ROAD,Auckland Region,,Dark,50,,174.764755,-36.857274,0,0,1,1,0,0,,0,0,0,,0,0,
45244,2007,Minor Crash,0,0,1,GREAT NORTH ROAD,ROSEBANK ROAD,Auckland Region,,Bright sun,50,,174.696612,-36.894717,0,0,2,0,0,0,,0,0,0,,0,0,
263101,2015,Minor Crash,0,0,1,BOAT HARBOUR ROAD,SH 25,Waikato Region,,Dark,100,,175.810066,-36.924120,0,0,1,0,0,0,,0,0,0,0,0,0,0
243748,2009,Minor Crash,0,0,1,ALDERMAN DRIVE,RATANUI ST,Auckland Region,,Bright sun,50,,174.632641,-36.877604,0,0,2,0,0,0,,0,0,0,,0,0,
4899,2002,Minor Crash,0,0,1,SH 3,RANGITATAU EAST ROAD,Manawatu-Wanganui Region,,Bright sun,100,,174.925132,-39.844674,0,0,1,0,0,0,,0,0,0,0,0,0,0
47187,2004,Minor Crash,0,0,1,SWANSON ROAD,STURGES ROAD,Auckland Region,,Overcast,50,,174.624395,-36.873409,0,0,0,0,0,0,,0,0,0,,1,1,
141555,2003,Minor Crash,0,0,1,STREDWICK DRIVE,SUMMIT DRIVE,Auckland Region,,Bright sun,50,,174.740969,-36.697985,0,0,2,0,0,0,,0,0,0,,0,0,
132969,2016,Minor Crash,0,0,1,CASTLE ST NORTH,HOWE ST,Otago Region,,Overcast,50,,170.516673,-45.859841,0,0,2,0,0,0,,0,0,0,,0,0,
243833,2018,Minor Crash,0,0,1,MOUTERE HIGHWAY,OLD COACH ROAD,Tasman Region,,Bright sun,100,,173.038029,-41.294249,0,0,0,0,1,0,,0,0,0,,0,0,
243821,2013,Minor Crash,0,0,1,PAPAMOA BEACH ROAD,PALM SPRINGS BOULEVARD,Bay of Plenty Region,,Bright sun,50,,176.332153,-37.713670,1,0,1,0,0,0,,0,0,0,,0,0,
47285,2001,Minor Crash,0,0,1,TITAHI BAY ROAD,PROSSER ST,Wellington Region,,Bright sun,70,,174.836763,-41.131826,0,0,2,0,0,0,,0,0,0,,0,0,
35388,2014,Minor Crash,0,0,1,VILLAGE ROAD,COUNTESS LANE,Auckland Region,,Overcast,30,,174.894282,-36.902653,0,0,1,0,0,0,,0,0,0,0,0,0,0
96193,2001,Minor Crash,0,0,1,LINKS AVENUE,SPUR AVENUE,Bay of Plenty Region,,Bright sun,50,,176.214177,-37.668674,0,0,0,0,1,0,,0,0,0,,0,0,
256211,2016,Serious Crash,0,2,0,MAYS ROAD,CURZON ST,Auckland Region,,Dark,50,,174.796491,-36.916827,0,0,2,0,0,0,,0,0,0,0,0,1,0
256177,2007,Minor Crash,0,0,2,PUKEHANGI ROAD,SUNSET ROAD,Bay of Plenty Region,,Bright sun,70,,176.205937,-38.147261,0,0,2,0,0,0,,0,0,0,,0,0,
24922,2006,Serious Crash,0,1,3,KAITAIA-AWAROA ROAD,TANGONGE ROAD,Northland Region,,Overcast,100,,173.239402,-35.149712,0,0,1,0,0,0,,0,0,0,0,0,0,0
263102,2002,Minor Crash,0,0,1,SH 16,GT NORTH OBR,Auckland Region,,Dark,100,,174.705114,-36.872305,0,0,2,0,0,0,,0,0,0,,0,0,
249893,2005,Minor Crash,0,0,1,SH 1N,SH 5,Waikato Region,,Bright sun,100,65,175.767571,-37.984989,0,0,2,0,0,0,,0,0,0,,0,0,
95134,2010,Minor Crash,0,0,2,CHAPEL ST,MARSH ST,Bay of Plenty Region,,Twilight,50,,176.165946,-37.675287,0,0,1,0,0,0,,0,0,0,,0,1,
250184,2019,Minor Crash,0,0,1,SH 6,WATSON CULV,Marlborough Region,,Overcast,100,,173.719098,-41.283028,0,0,1,0,0,0,,0,0,0,0,0,0,0
250769,2004,Minor Crash,0,0,2,SH 45 COURTENAY,GOVER ST,Taranaki Region,,Bright sun,50,,174.079423,-39.057159,0,0,2,0,0,0,,0,0,0,,0,0,
45717,2006,Minor Crash,0,0,1,RAUTAWHIRI ROAD,CABELEIGH DRIVE,Auckland Region,,Dark,50,,174.457250,-36.680434,0,0,0,0,0,0,1,0,1,0,,0,0,
142858,2002,Serious Crash,0,1,1,SOMERFIELD ST,SELWYN ST,Canterbury Region,,Overcast,50,,172.632911,-43.559277,1,0,0,0,1,0,,0,0,0,,0,0,
253596,2016,Serious Crash,0,1,0,Z DOG POUND,RANGE ST,Canterbury Region,,Dark,50,,171.734739,-43.902762,0,0,1,0,0,0,,0,0,0,0,0,0,0
101463,2009,Minor Crash,0,0,1,COLOMBO ST,BATH ST,Canterbury Region,,Bright sun,50,,172.636648,-43.539020,0,0,1,0,0,0,1,0,0,0,,0,0,
138586,2016,Minor Crash,0,0,1,HUTT ROAD,HUTT NIMT OBR,Wellington Region,,Overcast,100,,174.806247,-41.251728,0,0,0,0,0,0,,0,0,0,0,0,1,0
48905,2002,Minor Crash,0,0,1,PAKOWHAI ROAD,ELWOOD ROAD,Hawke's Bay Region,,Bright sun,100,,176.862437,-39.609769,0,0,1,0,0,0,,0,0,0,,0,1,
61832,2017,Minor Crash,0,0,1,GLADSTONE ROAD,GREY ST,Gisborne Region,,Bright sun,50,,178.023905,-38.664903,0,0,0,0,0,0,1,0,0,0,,0,1,
247207,2012,Minor Crash,0,0,1,SH 6,HOULT VALLEY ROAD WEST,Tasman Region,,Dark,100,,173.005409,-41.420966,0,0,1,0,0,0,,0,0,0,0,0,0,0
96116,2008,Minor Crash,0,0,1,SH 4,KURURAU ROAD,Manawatu-Wanganui Region,,Overcast,100,,175.248264,-38.877913,0,0,0,0,0,0,,0,1,0,0,0,0,0
143564,2000,Minor Crash,0,0,1,MOUNT ALBERT ROAD,KITENUI AVENUE,Auckland Region,,Overcast,50,,174.719541,-36.886780,0,0,1,0,1,0,,0,0,0,,0,0,
263114,2002,Fatal Crash,1,0,2,SH 1N,ONGAROTO ROAD,Waikato Region,,Overcast,100,,176.010334,-38.390934,0,0,1,0,0,0,,0,0,0,0,0,0,0
244986,2004,Minor Crash,0,0,1,STOKES VALLEY ROAD,RICHARD GROVE,Wellington Region,,Dark,50,,174.983750,-41.167426,0,0,1,0,0,0,,0,0,0,0,0,0,0
255777,2013,Minor Crash,0,0,1,DOMINION ROAD,BALMORAL ROAD,Auckland Region,,Dark,50,,174.747567,-36.886650,0,0,3,0,0,0,,0,0,0,,0,0,
104059,2011,Minor Crash,0,0,2,SH 35,COPENHAGEN LOOP ROAD,Bay of Plenty Region,,Overcast,100,,177.689535,-37.731672,0,0,0,0,0,0,,0,1,0,0,0,0,0
260765,2000,Minor Crash,0,0,1,THACKERAY ST,ANGLESEA ST,Waikato Region,,Bright sun,50,,175.283241,-37.791533,1,0,1,0,0,0,,0,0,0,,0,0,
61779,2006,Minor Crash,0,0,1,PEACE ST,MCALISTER ST,Bay of Plenty Region,,Bright sun,50,,176.990979,-37.953308,1,0,1,0,0,0,,0,0,0,,0,0,
243232,2004,Minor Crash,0,0,1,KAURILANDS ROAD,KONINI ROAD,Auckland Region,,Overcast,50,,174.649685,-36.924086,0,0,2,0,0,0,,0,0,1,,0,0,
90623,2001,Minor Crash,0,0,1,KELBURN PARADE,SALAMANCA ROAD,Wellington Region,,Twilight,50,,174.768817,-41.287086,1,0,2,0,0,0,,0,0,0,0,0,0,0
45180,2003,Minor Crash,0,0,1,COLOMBO ST,WORDSWORTH ST,Canterbury Region,,Bright sun,50,,172.636664,-43.544729,0,0,0,0,1,0,,0,0,0,,0,1,
60267,2012,Minor Crash,0,0,1,QUEENSPARK DRIVE,DONNINGTON ST,Canterbury Region,Christmas New Year,Overcast,50,,172.706943,-43.482117,0,0,3,0,0,0,,0,0,0,0,0,0,0
260711,2014,Minor Crash,0,0,1,BRIDGE ST,PORTER ST,Canterbury Region,,Bright sun,50,,171.763265,-43.902895,0,0,1,0,0,0,1,0,0,0,,0,0,
132565,2009,Minor Crash,0,0,1,DOMINION ROAD,YOUTH ST,Auckland Region,,Bright sun,50,,174.739020,-36.912978,0,0,1,0,0,0,1,0,0,0,,0,0,
260694,2005,Minor Crash,0,0,1,CHURCH ST,ALBERT ST,Manawatu-Wanganui Region,,Bright sun,50,,175.624965,-40.351445,1,0,1,0,0,0,,0,0,0,,0,0,
245739,2011,Minor Crash,0,0,1,EVEREST LANE,GREY ST,Waikato Region,,Bright sun,50,,175.461686,-37.881941,0,0,1,0,0,0,,0,0,0,,0,0,
111362,2010,Minor Crash,0,0,1,PARNELL ROAD,GIBRALTAR CRESCENT N,Auckland Region,,Bright sun,50,,174.780273,-36.855113,1,0,1,0,0,0,,0,0,0,,0,0,
45183,No,LIMMER PLACE,1754890,0,159601,"""CARLISLE ROAD"," BROWNS BAY""",0,0,0,0,,174.734169,-36.709784,0,0,1,0,0,0,1,0,Off,0,0,0,Urban,1
247128,2016,Serious Crash,0,1,0,REMARKABLES SKI FIELD ACC,REMARKABLES SKIFIELD CPK,Otago Region,,Overcast,50,,168.804536,-45.044238,0,0,1,0,0,0,,0,0,0,0,0,0,0
111388,2013,Minor Crash,0,0,1,LINCOLN ROAD,LYTTELTON ST,Canterbury Region,,Overcast,50,,172.600966,-43.549976,1,0,1,0,0,0,,0,0,0,,0,0,
142586,2006,Minor Crash,0,0,1,TENNENT DRIVE,SHEEP FARM ROAD,Manawatu-Wanganui Region,,Bright sun,100,,175.607788,-40.392386,0,0,2,0,0,0,,0,0,0,,0,0,
142735,2005,Serious Crash,0,1,1,AOTEA ROAD,GREAT NORTH ROAD,Auckland Region,,Twilight,50,,174.665064,-36.909558,0,0,1,0,0,0,,0,0,0,0,0,0,0
261389,2008,Minor Crash,0,0,1,WOBURN ROAD,MARKET GROVE,Wellington Region,,Bright sun,50,,174.900095,-41.213107,1,0,1,0,0,0,,0,0,0,,0,0,
140232,2016,Minor Crash,0,0,2,SH 2,HEBDEN CRESCENT N,Wellington Region,,Bright sun,100,,174.947372,-41.177910,0,0,3,0,0,0,,0,0,0,,0,0,
261282,2015,Serious Crash,0,1,0,FERGUSON ST,PITT ST,Manawatu-Wanganui Region,,Bright sun,50,,175.609345,-40.361329,0,0,1,0,0,0,,0,0,1,,0,0,
247362,2006,Minor Crash,0,0,2,SH 1S,THOUSAND ACRE ROAD,Otago Region,,Bright sun,100,30,170.920388,-45.107624,0,0,2,0,0,0,,0,0,0,,0,1,
32399,2008,Minor Crash,0,0,2,SH 1S,BANKS ROAD,Canterbury Region,,Bright sun,100,,172.718911,-43.242014,0,0,1,0,1,0,,0,0,0,,0,0,
261303,2006,Minor Crash,0,0,2,SH 77,RAKAIA GORGE NO1 BR,Canterbury Region,,Bright sun,100,,171.676490,-43.527596,0,0,1,0,0,0,,0,0,0,,0,1,
245804,2015,Serious Crash,0,1,0,HINEMOA ST,NIAGARA PLACE,Auckland Region,,Dark,50,,174.733541,-36.822572,0,0,2,0,0,0,,0,0,0,0,0,0,0
27836,2018,Minor Crash,0,0,1,HOKIANGA ROAD,TUNATAHI ST,Northland Region,,Overcast,50,,173.865699,-35.939352,0,0,1,0,0,0,,0,0,0,0,0,0,0
132980,2011,Serious Crash,0,1,0,RUNCIMAN ROAD,KINCORA LANE,Auckland Region,,Overcast,100,,174.943551,-37.139988,0,0,0,0,1,0,,0,0,0,0,0,0,0
261374,2015,Minor Crash,0,0,1,MANUKAU ROAD,WRIGHTSON WAY,Auckland Region,,Overcast,50,,174.910477,-37.211610,0,0,0,1,0,0,,0,0,0,,1,0,
45523,2011,Serious Crash,0,1,0,MULCOCKS ROAD,SKEWBRIDGE ROAD,Canterbury Region,,Dark,100,,172.617971,-43.364283,0,0,1,0,0,0,,0,0,0,0,0,0,0
62970,2004,Minor Crash,0,0,2,MOORHOUSE AVENUE,FERRY ROAD,Canterbury Region,,Bright sun,50,,172.656534,-43.539865,0,0,2,0,0,0,,0,0,0,,0,0,
254020,2010,Minor Crash,0,0,1,UPLAND ROAD,ORAKEI ROAD,Auckland Region,,Bright sun,50,,174.807258,-36.866937,1,0,1,0,0,0,,0,0,0,,0,0,
95832,2004,Minor Crash,0,0,1,SH 2,RIMUTAKA NO7 BR,Wellington Region,,Bright sun,100,,175.257581,-41.107835,0,0,0,0,1,0,,0,0,0,,0,0,
111361,2013,Minor Crash,0,0,2,NELSON ROAD,ANITA GROVE,Gisborne Region,,Bright sun,50,,177.998407,-38.644271,0,0,1,0,0,0,,0,0,0,,0,1,
250864,2006,Minor Crash,0,0,2,Z CPK BRUCES DAIRY,BULTEEL ST,Taranaki Region,,Bright sun,50,,174.070218,-39.062939,0,0,1,0,0,0,,0,0,0,0,0,0,0
256192,2014,Serious Crash,0,1,0,TITIRANGI ROAD,RANGIWAI ROAD,Auckland Region,,Bright sun,50,,174.657945,-36.937446,0,0,0,0,0,0,1,0,1,0,,0,0,
143833,2004,Minor Crash,0,0,1,GAIR AVENUE,BARRY AVENUE,Otago Region,,Dark,50,,169.194248,-45.045660,0,0,1,0,0,0,,0,0,1,0,0,1,0
263822,2006,Minor Crash,0,0,1,SH 2,FAIRWAY DRIVE,Wellington Region,,Overcast,100,,174.930743,-41.189359,0,0,0,0,0,0,,0,0,0,,0,2,
45189,2015,Minor Crash,0,0,1,CAMBRIDGE ST,BATH ST,Manawatu-Wanganui Region,,Bright sun,50,,175.285676,-40.623998,1,0,1,0,0,0,,0,0,0,,0,0,
96354,2013,Minor Crash,0,0,1,SH 25,PAEROA KOPU ROAD,Waikato Region,,Bright sun,70,,175.571985,-37.188770,0,0,3,0,0,0,,0,0,0,,0,0,
47681,2011,Minor Crash,0,0,5,WELLESLEY OFF NBD,SYMONDS OFF NBD,Auckland Region,,Bright sun,80,,174.764058,-36.862575,0,0,1,0,0,0,,0,0,0,0,0,0,0
256252,2017,Minor Crash,0,0,1,ST AUBYN ST EAST,RUSSELL ST NORTH,Hawke's Bay Region,,Overcast,50,,176.846153,-39.639500,0,0,2,0,0,0,,0,0,0,,0,0,
47590,2014,Minor Crash,0,0,1,MASSEY ROAD,ROBERTSON ROAD,Auckland Region,,Overcast,50,,174.818580,-36.971995,0,0,1,0,0,0,1,0,0,0,,0,0,
45057,2004,Minor Crash,0,0,1,GREENSTONE PLACE,BRIDGE,Otago Region,,Dark,50,,168.631967,-45.035830,0,0,1,0,0,0,,0,0,0,0,0,0,0
256147,2014,Minor Crash,0,0,1,LAKE ROAD,GREENSLADE CRESCENT,Auckland Region,,Overcast,50,,174.744312,-36.801692,1,0,1,0,0,0,,0,0,0,,0,0,
243819,2017,Minor Crash,0,0,2,ORAKEI ROAD,UPLAND ROAD,Auckland Region,,Overcast,50,,174.807023,-36.866977,0,0,2,0,0,0,,0,0,0,,0,0,
45520,2013,Minor Crash,0,0,2,RAILWAY ROAD SOUTH,TOLLEMACHE ROAD WEST,Hawke's Bay Region,,Bright sun,100,,176.827973,-39.655611,0,0,1,0,0,0,,0,0,0,0,0,1,0
256550,2017,Minor Crash,0,0,1,PEACHGROVE ROAD,TENNYSON ROAD,Waikato Region,,Overcast,50,,175.292173,-37.771156,0,1,1,0,0,0,,0,0,0,,0,0,
259555,2008,Serious Crash,0,1,0,WAIANAKARUA ROAD,BOWALLEY ROAD,Otago Region,,Twilight,100,,170.855683,-45.250724,0,0,0,0,1,0,,0,0,0,,0,0,
25399,2007,Minor Crash,0,0,2,SH 2,MANGAONE ROAD CENTRAL,Manawatu-Wanganui Region,,Dark,100,,175.719280,-40.591844,0,0,1,0,0,0,,0,0,0,0,0,0,0
261133,2002,Minor Crash,0,0,1,SH 1S,PIGEON FLAT ROAD,Otago Region,,Dark,100,,170.517372,-45.804474,0,0,1,0,0,0,,0,0,0,0,0,0,0
60298,2018,Minor Crash,0,0,1,SH 23,LEONG AVENUE,Waikato Region,,Dark,50,,175.240019,-37.796697,0,0,2,0,0,0,,0,0,0,,0,0,
