id,crashYear,crashSeverity,fatalCount,seriousInjuryCount,minorInjuryCount,crashLocation1,crashLocation2,region,holiday,light,speedLimit,advisorySpeed,latitude,longitude,bicycle,bus,carStationWagon,moped,motorcycle,otherVehicleType,pedestrian,schoolBus,suv,taxi,train,truck,vanOrUtility,vehicle
247011,2016,Minor Crash,0,0,1,KAITANGATA HIGHWAY,GILROY ROAD,Otago Region,,Dark,100,75,169.804469,-46.262537,0,0,0,0,0,0,,0,1,0,,0,0,
241605,2005,Serious Crash,0,1,0,FAIRS ROAD,MILSON LINE,Manawatu-Wanganui Region,,Bright sun,50,,175.614991,-40.331611,0,0,1,0,0,0,,0,0,0,0,0,0,0
344550,2019,Minor Crash,0,0,3,VICTORIA ST,GREY ST,Auckland Region,,Bright sun,50,,174.791556,-36.917956,0,0,2,0,0,0,,0,0,0,0,0,0,0
255698,2015,Minor Crash,0,0,2,CLIFDEN-BLACKMOUNT ROAD,MCLEES ROAD,Southland Region,,Overcast,100,,167.697981,-45.834761,0,0,1,0,0,0,,0,0,0,0,0,0,0
257861,2013,Minor Crash,0,0,1,PAKURANGA ROAD,TI RAKAU DRIVE,Auckland Region,,Overcast,50,,174.870460,-36.911575,0,0,1,0,0,0,1,0,0,0,,0,0,
145118,2001,Serious Crash,0,1,2,SH 27,PAEROA TAHUNA ROAD,Waikato Region,,Bright sun,100,,175.525083,-37.510105,0,0,2,0,0,0,,0,0,0,0,0,0,0
342535,2011,Minor Crash,0,0,1,KELSO ST,GIRVAN PLACE,Waikato Region,,Bright sun,50,,175.863308,-38.234742,0,0,1,0,0,0,,0,0,0,,0,1,
355507,2014,Minor Crash,0,0,1,SH 1B MARYCHURCH,SH 1B CHURCH,Waikato Region,,Overcast,100,,175.439010,-37.830744,0,0,0,0,1,0,,0,0,0,,0,0,
63881,2010,Minor Crash,0,0,1,COATESVILLE-RIVERHEAD HIG,ALBERT ST,Auckland Region,,Overcast,60,,174.591765,-36.756807,0,0,1,0,0,0,,0,0,0,0,0,0,0
238774,2013,Serious Crash,0,1,0,NORTHWOOD BOULEVARD,CROMBIE GREEN,Canterbury Region,,Dark,50,,172.616041,-43.458787,1,0,0,0,0,0,,0,1,0,,0,0,
25391,2015,Minor Crash,0,0,1,SH 1S,WATERHOLES ROAD,Canterbury Region,,Overcast,100,,172.453242,-43.563421,0,0,2,0,0,0,,0,0,0,,0,0,
60247,2017,Minor Crash,0,0,1,GREAT SOUTH ROAD,TIRONUI ROAD,Auckland Region,,Overcast,50,,174.932500,-37.053826,0,0,2,0,0,0,,0,0,0,,0,0,
22927,2018,Serious Crash,0,1,0,JERVOIS QUAY,CABLE ST,Wellington Region,,Dark,50,,174.778704,-41.289681,0,0,0,0,0,0,,0,0,0,0,0,1,0
257128,2001,Minor Crash,0,0,1,HASKETTS ROAD,BARTERS ROAD,Canterbury Region,,Dark,100,,172.482881,-43.537951,0,0,1,0,0,0,,0,0,0,0,0,0,0
344180,2012,Serious Crash,0,1,0,PICTON AVENUE,DILWORTH ST,Canterbury Region,,Overcast,50,,172.604640,-43.531440,0,0,2,0,0,0,,0,0,0,,0,0,
61513,2000,Minor Crash,0,0,1,SH 3,LIMBRICK ST,Manawatu-Wanganui Region,,Dark,50,,175.645982,-40.342147,0,0,1,0,0,0,,0,0,0,0,0,0,0
134115,2009,Serious Crash,0,1,0,MILSON LINE,KAIRANGA BUNNYTHORPE ROAD,Manawatu-Wanganui Region,,Dark,100,,175.591449,-40.311270,0,0,1,0,0,0,,0,0,0,0,0,0,0
316450,2008,Serious Crash,0,1,0,SH 1N,CHAMBERS ST,Waikato Region,,Bright sun,100,,175.869191,-38.210921,0,0,0,0,1,0,,0,0,0,0,0,0,0
62773,2002,Serious Crash,0,1,1,HOBSONVILLE ROAD,WISELEY ROAD,Auckland Region,,Bright sun,50,,174.648617,-36.798190,0,0,1,0,0,0,1,0,0,0,0,0,0,0
152510,2010,Minor Crash,0,0,1,SH 58,MULHERN ROAD,Wellington Region,,Bright sun,100,,174.945320,-41.119037,0,0,1,0,0,0,,0,1,0,,0,0,
325739,2014,Minor Crash,0,0,1,HILLSBOROUGH ROAD,JAMES TYLER CRESCENT,Auckland Region,,Overcast,50,,174.729575,-36.929168,0,0,1,0,0,0,,0,1,0,,0,0,
20765,2016,Minor Crash,0,0,1,MOORHOUSE SLIP SOUTH,COLOMBO ST,Canterbury Region,,Bright sun,50,,172.636778,-43.540065,0,0,2,0,0,0,,0,0,0,,0,0,
11477,2008,Fatal Crash,1,1,0,SH 3,WHAREROA ROAD,Taranaki Region,,Dark,100,,174.304434,-39.600546,0,0,0,0,0,0,,0,1,0,0,1,0,0
59906,2017,Minor Crash,0,0,1,SH 15,SH 1N,Northland Region,,Overcast,100,,174.307389,-35.780352,0,0,1,0,0,0,,0,0,0,0,0,0,0
152160,2009,Minor Crash,0,0,2,SHORE ST,PORTSMOUTH DRIVE,Otago Region,,Overcast,50,,170.518852,-45.893929,0,0,2,0,0,0,,0,0,0,,0,0,
152609,2003,Minor Crash,0,0,2,WALDING ST,TAONUI ST,Manawatu-Wanganui Region,,Overcast,50,,175.607029,-40.353769,0,0,3,0,0,0,,0,0,0,0,0,0,0
134267,2011,Minor Crash,0,0,1,SH 1N,MAY ON NBD,Wellington Region,,Overcast,100,,174.779643,-41.270643,0,0,2,0,0,0,,0,1,0,,0,0,
152308,2008,Minor Crash,0,0,1,SH 60,MOANA ROAD,Tasman Region,,Bright sun,100,,173.020620,-41.159531,1,0,0,0,0,0,,0,1,0,0,0,0,0
60208,2000,Serious Crash,0,1,0,SH 2,SH 58,Wellington Region,,Bright sun,100,,174.971547,-41.159574,1,0,0,0,0,0,,0,0,0,,0,1,
333314,2017,Minor Crash,0,0,1,ST ASAPH ST,DURHAM ST,Canterbury Region,,Bright sun,30,,172.634869,-43.536403,1,0,1,0,0,0,,0,0,0,,0,0,
27550,2015,Minor Crash,0,0,1,CASHEL ST,ENGLAND ST,Canterbury Region,,Overcast,50,,172.661560,-43.533037,1,0,1,0,0,0,,0,0,0,,0,0,
239795,2006,Minor Crash,0,0,1,PARK ROAD,FITZHERBERT AVENUE,Manawatu-Wanganui Region,,Bright sun,50,,175.617943,-40.365026,0,0,2,0,0,0,,0,0,0,,0,0,
314452,2005,Minor Crash,0,0,1,AVENUE ROAD,HUTTON ST,Auckland Region,,Dark,50,,174.848323,-36.942161,0,0,1,0,0,0,,0,1,0,,0,0,
93808,2011,Minor Crash,0,0,1,SH 16,RATA ST,Auckland Region,,Overcast,50,,174.450310,-36.677994,0,0,1,0,0,0,,0,1,0,,0,0,
47614,2002,Minor Crash,0,0,1,MURPHYS ROAD,FLAT BUSH SCHOOL ROAD,Auckland Region,,Bright sun,100,,174.920608,-36.982140,0,0,1,0,0,0,,0,0,0,0,0,0,0
259788,2003,Minor Crash,0,0,1,SH 27,WALTON ROAD,Waikato Region,,Bright sun,100,,175.720228,-37.712506,0,0,1,0,0,0,,0,0,0,0,0,0,0
245823,2006,Serious Crash,0,2,2,FANSHAWE ST,BEAUMONT ST,Auckland Region,,Dark,50,,174.752926,-36.845173,0,1,1,0,0,0,,0,0,0,0,0,0,0
86,2014,Minor Crash,0,0,3,RAETIHI OHAKUNE ROAD,MANGAWHERO RIVER ROAD,Manawatu-Wanganui Region,,Overcast,100,,175.333693,-39.424623,0,0,1,0,0,0,,0,0,0,,0,1,
47851,2019,Minor Crash,0,0,1,025-0042,OTUTURU CRESECNT,Waikato Region,,Overcast,100,,175.511890,-37.014040,0,0,1,0,0,0,,0,0,0,0,0,0,0
249915,2001,Minor Crash,0,0,1,QUEENS DRIVE,BOURKE ST,Southland Region,,Overcast,50,,168.361441,-46.397479,0,0,2,0,0,0,,0,0,0,,0,0,
315439,2017,Minor Crash,0,0,1,PEACHGROVE ROAD,WILSON ST,Waikato Region,,Bright sun,50,,175.298683,-37.788169,0,0,1,0,0,0,,0,0,0,,0,0,
152376,2007,Serious Crash,0,1,1,SH 1S,BURNHAM ROAD,Canterbury Region,,Overcast,100,,172.316619,-43.614576,0,0,2,0,0,0,,0,0,0,0,1,0,0
234370,2013,Fatal Crash,1,2,0,RAY WRIGHT ROAD,TUAKAU ROAD,Auckland Region,,Dark,100,,174.913568,-37.232001,0,0,1,0,0,0,,0,0,0,0,0,0,0
57846,2014,Minor Crash,0,0,1,TRENT ST,THE PARADE,Wellington Region,,Bright sun,50,,174.772066,-41.342223,0,0,1,0,0,0,1,0,0,0,,0,0,
47697,2002,Fatal Crash,1,1,0,RAETIHI OHAKUNE ROAD,NGAPAKIHI ROAD,Manawatu-Wanganui Region,,Dark,100,,175.313512,-39.431198,0,0,1,0,0,0,,0,0,0,0,0,0,0
63845,2011,Minor Crash,0,0,1,SH 16,16 LINK 1 NBD,Auckland Region,,Bright sun,100,,174.734942,-36.868195,0,0,2,0,0,0,,0,1,0,,0,1,
234049,2002,Serious Crash,0,1,0,BIDWILLS CUTTING ROAD,MOIKI ROAD,Wellington Region,,Dark,100,,175.452590,-41.167499,0,0,0,0,1,0,,0,0,0,0,0,0,0
64201,2016,Minor Crash,0,0,2,FOX ST,COOK ST,Waikato Region,,Overcast,50,,175.304183,-37.791224,0,0,1,0,0,0,,0,0,0,0,0,1,0
141780,2005,Serious Crash,0,1,0,SH 1N,TE HAPUA ROAD,Wellington Region,,Overcast,100,,175.094852,-40.829987,0,0,1,0,0,0,,0,0,0,,1,0,
48341,2009,Fatal Crash,1,0,0,SH 1N,EAST MINE ROAD,Waikato Region,,Dark,100,,175.159231,-37.532738,0,0,1,0,0,0,,0,0,0,,1,0,
105777,2004,Minor Crash,0,0,1,SH 1S,TENNYSON ST,Canterbury Region,,Overcast,80,,172.378977,-43.590675,0,0,1,0,0,0,,0,0,0,,0,1,
144418,2016,Minor Crash,0,0,1,NGAMOTU ROAD,ROSENDALE AVENUE S,Taranaki Region,,Bright sun,50,,174.027936,-39.071618,1,0,1,0,0,0,,0,0,0,,0,0,
250679,2001,Minor Crash,0,0,1,CAMBRIDGE ROAD,KNIGHTON ROAD,Waikato Region,,Overcast,50,,175.312055,-37.797531,1,0,1,0,0,0,,0,0,0,,0,0,
341376,2004,Minor Crash,0,0,2,SH 29,PARALLEL ACCESS,Bay of Plenty Region,,Bright sun,100,,176.164020,-37.729425,1,0,1,0,0,0,,0,0,0,,0,0,
333200,2014,Minor Crash,0,0,1,SH 10,PUNGAERE ROAD,Northland Region,,Overcast,100,,173.914253,-35.203738,0,0,0,0,0,0,,0,0,0,,1,1,
152403,2006,Serious Crash,0,1,0,SH 1S,GEORGE ST,Otago Region,,Dark,50,,169.737470,-46.238690,0,0,1,0,0,0,1,0,0,0,,0,0,
333102,2005,Minor Crash,0,0,2,MATAWAIA-MAROMAKU ROAD,OPAHI ROAD,Northland Region,,Dark,100,,174.001967,-35.486720,0,0,1,0,0,0,,0,1,0,,0,0,
152435,2017,Serious Crash,0,1,0,SWANSON ROAD,REDLANDS GROVE,Auckland Region,,Overcast,50,,174.582463,-36.865511,0,0,1,0,0,0,,0,0,0,0,0,0,0
333282,2004,Minor Crash,0,0,1,QUARANTINE ROAD,WAIMEA ROAD,Nelson Region,,Dark,50,,173.244206,-41.302364,0,0,1,0,0,0,1,0,0,0,,0,0,
2933,2004,Serious Crash,0,2,2,JOHN ST,HANSON ST,Wellington Region,,Dark,50,,174.776740,-41.307086,0,0,2,0,0,0,,0,0,0,0,0,1,0
47730,2019,Serious Crash,0,1,0,BLENHEIM RD 3 SOUTH,WHITELEIGH AVENUE,Canterbury Region,,Dark,50,,172.603260,-43.537063,1,0,1,0,0,0,,0,0,0,,0,0,
47622,2009,Minor Crash,0,0,2,ARROWTOWN-LAKE HAYES ROAD,SH 6,Otago Region,,Overcast,70,,168.815083,-44.986906,0,0,2,0,0,0,,0,0,0,,0,0,
91275,2016,Minor Crash,0,0,1,MIDDLETON ROAD,FIELD TERRACE,Canterbury Region,,Dark,50,,172.580102,-43.532811,0,0,1,0,0,0,,0,0,0,0,1,0,0
59987,2009,Minor Crash,0,0,1,TRIPOLI ROAD,ORAN ROAD,Auckland Region,,Overcast,50,,174.863585,-36.891530,0,0,1,0,0,0,1,0,0,0,,0,0,
234411,2012,Minor Crash,0,0,1,RANGITUHI CRESCENT,MAHINAWA ST S,Wellington Region,,Dark,50,,174.824737,-41.125622,0,0,2,0,0,0,,0,0,0,0,0,0,0
250858,2003,Serious Crash,0,1,0,SH 60,HIGH ST SOUTH,Tasman Region,,Bright sun,50,,173.009925,-41.133148,1,1,0,0,0,0,,0,0,0,0,0,0,0
3532,2015,Minor Crash,0,0,1,KINGS CRESCENT,BRISTOL SQUARE S,Wellington Region,,Overcast,50,,174.915460,-41.207043,0,0,1,0,0,0,,0,1,0,,0,0,
334101,2011,Minor Crash,0,0,1,KAIMANAWA ST,SCANNELL ST,Waikato Region,,Overcast,50,,176.078804,-38.684339,0,0,2,0,0,0,,0,0,0,,0,0,
222416,2010,Minor Crash,0,0,1,SH 1N,SELWYN AVENUE,Northland Region,,Overcast,50,,174.315084,-35.720882,0,0,2,0,0,0,,0,0,0,,0,0,
26430,2011,Minor Crash,0,0,1,AYR ST,SHORE ROAD,Auckland Region,,Twilight,50,,174.787449,-36.864154,0,0,2,0,0,0,,0,0,0,0,0,0,0
22925,2009,Minor Crash,0,0,1,LIARDET ST,BRITOMART ST,Wellington Region,,Dark,50,,174.769851,-41.319136,0,0,1,0,1,0,,0,0,0,,0,0,
48230,2000,Minor Crash,0,0,1,SH 74 TUNNEL,PORT HILLS OBR,Canterbury Region,,Overcast,100,,172.698176,-43.573955,0,0,0,0,0,0,,0,0,0,0,0,1,0
27853,2017,Serious Crash,0,1,0,SH 75,TURRELLS ROAD,Canterbury Region,,Overcast,100,65,172.663222,-43.792133,0,0,1,0,0,0,,0,0,0,0,0,0,0
331725,2005,Minor Crash,0,0,1,Z BCH ORETI,DUNNS ROAD,Southland Region,,Overcast,30,,168.235563,-46.444049,0,0,1,0,0,0,,0,0,0,,0,0,
111406,2006,Minor Crash,0,0,2,PHILLIPS ROAD,TE PAPATAPU ROAD,Waikato Region,,Bright sun,100,,174.828345,-37.943782,0,0,1,0,0,0,,0,0,0,0,0,0,0
23776,2011,Minor Crash,0,0,1,BOTANICAL ROAD,TREMAINE AVENUE,Manawatu-Wanganui Region,Christmas New Year,Overcast,50,,175.585031,-40.351219,0,0,1,0,0,0,,0,0,0,,1,0,
236479,2019,Serious Crash,0,1,0,002-0334,WAIATA ROAD,Bay of Plenty Region,,Bright sun,100,45,177.306371,-38.269108,0,0,0,0,0,1,,0,0,0,0,1,0,0
152549,2008,Minor Crash,0,0,2,SH 16,ST LUKES OBR,Auckland Region,,Bright sun,100,,174.730262,-36.868633,0,0,1,0,0,0,,0,0,0,0,0,1,0
95881,2008,Minor Crash,0,0,1,SH 60,RIVER ROAD,Tasman Region,,Twilight,100,,173.126451,-41.308193,0,0,2,0,0,0,,0,0,0,,0,0,
140870,2003,Minor Crash,0,0,1,SH 2,ELEVENTH OFF SBD,Bay of Plenty Region,,Bright sun,80,,176.154927,-37.695855,1,0,1,0,0,0,,0,0,0,,0,0,
22815,2002,Minor Crash,0,0,3,ALFRISTON ROAD,CLAUDE ROAD,Auckland Region,,Overcast,50,,174.904111,-37.021631,0,0,2,0,0,0,,0,0,0,,0,0,
159553,2008,Minor Crash,0,0,1,AWAROA ROAD,MILLBROOK ROAD,Auckland Region,,Dark,50,,174.634944,-36.894608,0,0,1,0,0,0,,0,1,0,,0,0,
60828,2019,Minor Crash,0,0,1,SUNVUE ROAD,BRUNNER ROAD,Auckland Region,,Dark,50,,174.632553,-36.914597,1,0,1,0,0,0,,0,0,0,,0,0,
314894,2014,Serious Crash,0,1,0,SH 1S QUEENS GARDENS,DOWLING ST,Otago Region,,Bright sun,50,,170.504347,-45.877043,0,0,1,0,1,0,,0,0,0,,0,0,
45161,2001,Serious Crash,0,1,0,SH 87,HAGART-ALEXANDER DRIVE,Otago Region,,Overcast,50,,170.354170,-45.885156,0,0,1,0,0,0,,0,0,0,,0,1,
248979,2018,Serious Crash,0,1,0,HORRELL ROAD,MURRAY ROAD,Waikato Region,,Overcast,100,,175.544018,-37.622907,0,0,1,0,0,0,,0,0,0,,0,0,
48245,2011,Minor Crash,0,0,1,SH 1S,AVONHEAD ROAD,Canterbury Region,,Bright sun,80,,172.547297,-43.497462,0,0,0,0,0,0,,0,2,0,,0,0,
261316,2016,Minor Crash,0,0,1,PILKINGTON ROAD,JELLICOE ROAD,Auckland Region,,Overcast,50,,174.855944,-36.892469,1,0,1,0,0,0,,0,0,0,,0,0,
235854,2019,Minor Crash,0,0,1,WINCHESTER STREET,CHURCHILL STREET,Manawatu-Wanganui Region,,Dark,50,,175.292302,-40.621740,0,0,1,0,0,0,,0,0,0,0,0,0,0
796,2004,Serious Crash,0,3,6,SH 57,KAHUTERAWA BR,Manawatu-Wanganui Region,,Dark,100,,175.598699,-40.416128,0,0,2,0,0,0,,0,0,1,0,0,0,0
333212,2016,Minor Crash,0,0,1,SH 44,WHITELEY ST,Taranaki Region,,Dark,50,,174.043264,-39.062958,0,0,1,0,0,0,,0,0,0,0,0,0,0
249282,2013,Minor Crash,0,0,1,GREAT SOUTH ROAD,OLD TAUPIRI ROAD S,Waikato Region,,Dark,50,,175.149831,-37.661148,0,0,1,0,0,0,,0,0,0,0,0,0,0
105571,2003,Fatal Crash,1,0,2,OWAIRAKA AVENUE,HALLAM ST,Auckland Region,,Dark,50,,174.720618,-36.895273,0,0,2,0,0,0,,0,0,0,0,0,0,0
251440,2004,Minor Crash,0,0,1,SH 1S CARMEN,WATERLOO ROAD,Canterbury Region,,Overcast,50,,172.528169,-43.537939,0,1,0,0,0,0,,0,0,0,0,1,0,1
221258,2005,Minor Crash,0,0,4,VICTORIA ST,PETERBOROUGH ST,Canterbury Region,,Bright sun,50,,172.632545,-43.525825,0,0,3,0,0,0,,0,0,0,,0,0,
261115,2016,Minor Crash,0,0,1,ELLANGOWAN ROAD,HEBRON ROAD,Auckland Region,,Bright sun,50,,174.749712,-36.703427,0,0,2,0,0,0,,0,0,0,,0,0,
48308,2002,Serious Crash,0,1,0,CHARLES PREVOST DRIVE,TUAKURA WAY,Auckland Region,,Dark,50,,174.912085,-37.006559,0,0,2,0,0,0,,0,0,0,0,0,0,0
94188,2012,Minor Crash,0,0,1,WAIHI ROAD,BIRCH AVENUE,Bay of Plenty Region,,Bright sun,50,,176.150144,-37.697505,0,0,2,0,0,0,,0,0,0,,0,0,
343430,2008,Minor Crash,0,0,1,FEATHERSTON ST,SHAMROCK ST,Manawatu-Wanganui Region,Christmas New Year,Bright sun,50,,175.592366,-40.356126,0,0,1,0,0,0,,0,0,0,0,0,0,0
251498,2017,Minor Crash,0,0,1,SH 6,HAAST JACKSON BAY ROAD,West Coast Region,,Bright sun,100,,169.044833,-43.859257,0,0,1,0,1,0,,0,0,0,,0,0,
25460,2011,Minor Crash,0,0,2,WAIRAKEI ROAD,FARRINGTON AVENUE,Canterbury Region,,Bright sun,50,,172.577379,-43.495632,0,0,1,0,0,0,,0,1,0,,0,0,
242537,2017,Minor Crash,0,0,1,PARK AVENUE,LENDENFELD DRIVE,Auckland Region,,Overcast,50,,174.837588,-36.978137,0,0,2,0,0,0,,0,0,0,0,0,0,0
334129,2008,Minor Crash,0,0,1,SWANSON ROAD,BIRDWOOD ROAD,Auckland Region,,Overcast,50,,174.591640,-36.863387,0,0,1,0,1,0,,0,0,0,,0,0,
241675,2008,Minor Crash,0,0,1,ROSCOMMON ROAD,SHARLAND AVENUE,Auckland Region,,Overcast,50,,174.867906,-37.029435,0,0,2,0,0,0,,0,0,0,,0,0,
25222,2001,Minor Crash,0,0,1,CHAPEL ROAD,DAWSON ROAD,Auckland Region,Easter,Bright sun,50,,174.902137,-36.980752,0,0,2,0,0,0,,0,0,0,,0,0,
54397,2015,Minor Crash,0,0,1,WHITE ROAD,CORRIGALL ROAD,Otago Region,,Dark,100,,169.572044,-45.086978,0,0,0,0,0,0,,0,1,0,0,0,0,0
90844,2015,Minor Crash,0,0,3,SH 8,BREAKNECK ROAD,Otago Region,,Bright sun,100,,169.694895,-45.921098,0,0,2,0,0,0,,0,0,0,,0,0,
62506,2007,Minor Crash,0,0,1,SH 1N,TUNAKAWA ROAD,Waikato Region,,Dark,100,,175.571495,-37.930170,0,0,0,0,0,0,1,0,0,0,,0,1,
266674,2008,Minor Crash,0,0,2,SH 8,MILLERS FLAT BRIDGE ROAD,Otago Region,,Overcast,100,,169.425783,-45.688643,0,0,1,0,0,0,,0,0,0,0,0,0,0
57745,2010,Minor Crash,0,0,1,ATKINSON AVENUE,KING ST,Auckland Region,,Bright sun,50,,174.844305,-36.942719,0,0,1,0,0,0,1,0,0,0,,0,0,
239786,2005,Minor Crash,0,0,1,THE SQUARE,RANGITIKEI ST,Manawatu-Wanganui Region,,Overcast,50,,175.610483,-40.355106,0,0,0,1,0,0,,0,0,0,,0,1,
104155,2008,Minor Crash,0,0,3,MEEANEE ROAD,MEEANEE ON SBD,Hawke's Bay Region,,Dark,100,,176.861425,-39.539191,0,0,1,0,0,0,,0,0,0,0,0,0,0
319366,2019,Minor Crash,0,0,1,036-0028,MERVYN STREET,Bay of Plenty Region,,Overcast,100,45,176.187394,-37.992038,0,0,3,0,0,0,,0,0,0,,0,0,
354252,2004,Serious Crash,0,1,2,WAITOHU VALLEY ROAD,SOUTH MANAKAU ROAD,Manawatu-Wanganui Region,,Dark,100,,175.213253,-40.744095,0,0,2,0,0,0,,0,0,0,,1,0,
132805,2019,Minor Crash,0,0,1,MURITAI STREET,WAIKARE STREET,Nelson Region,,Overcast,50,,173.246745,-41.283668,1,0,1,0,0,0,1,0,0,0,,0,0,
257715,Yes,Forsyth St,1975278,0,1341400,"""SH 2"," OPOTIKI""",,,,,,177.274170,-38.013056,0,0,1,1,0,,,,Off,1,,,Urban,0
318372,2006,Serious Crash,0,1,0,Z CPK YACHT CLUB,BALFOUR ST,West Coast Region,Christmas New Year,Overcast,50,,171.599724,-41.744830,0,0,0,0,0,0,1,0,1,0,0,0,0,0
64177,2012,Minor Crash,0,0,1,HERBERT ST,PARK ST,Southland Region,,Bright sun,50,,168.354916,-46.394801,1,0,1,0,0,0,,0,0,0,,0,0,
231931,2005,Minor Crash,0,0,1,SH 1N,SALT ROAD,Northland Region,,Bright sun,100,,173.034836,-34.709680,0,0,1,0,0,1,,0,0,0,,0,0,
255711,2007,Minor Crash,0,0,1,BARRINGTON ST,MILTON ST,Canterbury Region,,Overcast,50,,172.620090,-43.558325,0,0,1,0,0,0,1,0,0,0,,0,0,
344819,2012,Minor Crash,0,0,1,ARTHUR ROAD,CLAUDE ROAD,Auckland Region,,Bright sun,50,,174.904226,-37.019475,0,0,1,0,0,0,,0,0,0,,1,0,
137670,2019,Serious Crash,0,1,0,LAKE RD (DEVONPORT),BAYSWATER AVENUE,Auckland Region,,Dark,50,,174.789932,-36.807846,0,0,1,0,0,0,1,0,0,0,,0,0,
11458,2001,Minor Crash,0,0,1,MANUKAU ROAD,CAMPBELL CRESCENT S,Auckland Region,,Overcast,50,,174.775176,-36.889278,1,0,1,0,0,0,,0,0,1,,0,0,
53966,2018,Minor Crash,0,0,2,LAKEFRONT DRIVE,MATAIAWHEA ST,Bay of Plenty Region,,Bright sun,20,,176.251191,-38.129970,0,0,1,0,0,0,1,0,0,0,,0,0,
238257,2008,Minor Crash,0,0,1,SH 1S,BOWEN ST,Canterbury Region,Christmas New Year,Bright sun,70,,172.024625,-43.757341,0,0,1,0,0,0,,0,0,0,0,0,0,0
257190,2000,Minor Crash,0,0,1,SH 45,BELT ROAD,Taranaki Region,,Overcast,50,,174.058158,-39.062607,0,0,1,0,1,0,,0,0,0,,0,0,
228276,2009,Minor Crash,0,0,1,CARRINGTON ROAD,FARM ROAD,Auckland Region,,Overcast,50,,174.710836,-36.877847,1,0,1,0,0,0,,0,0,0,,0,0,
104371,2010,Minor Crash,0,0,1,SLIP ROAD,SH 1S,Southland Region,Queens Birthday,Dark,50,,168.361440,-46.412961,0,0,2,0,0,0,,0,0,0,,0,0,
322583,2006,Minor Crash,0,0,2,SH 2,HOROKIWI ROAD,Wellington Region,,Bright sun,100,,174.849579,-41.227045,0,0,3,0,0,0,,0,0,0,,0,0,
54222,2005,Minor Crash,0,0,1,FIFTH AVENUE,PEACHGROVE ROAD,Waikato Region,Christmas New Year,Bright sun,50,,175.295514,-37.771622,0,0,1,0,1,0,,0,0,0,,0,0,
45613,2003,Minor Crash,0,0,4,TE PUNA ROAD,ARMSTRONG ROAD,Bay of Plenty Region,,Bright sun,100,,176.073386,-37.691955,0,0,2,0,0,0,,0,0,0,,0,0,
227190,2018,Minor Crash,0,0,1,MUNGAVIN AVENUE,FACILITY ACCESS,Wellington Region,,Dark,50,,174.858830,-41.140813,0,0,2,0,0,0,,0,0,0,0,0,0,0
234262,2018,Minor Crash,0,0,1,SH 1N,TARANAKI ST,Wellington Region,,Overcast,50,,174.775098,-41.297627,0,0,3,0,0,0,,0,0,0,,0,0,
35364,2017,Minor Crash,0,0,1,MISSION BUSH ROAD,BROOKSIDE ROAD,Auckland Region,,Bright sun,100,75,174.738315,-37.200410,0,0,1,0,0,0,,0,0,0,0,1,0,0
52477,2014,Serious Crash,0,1,0,BECKFORD ROAD,FIFIELD TERRACE,Canterbury Region,,Overcast,50,,172.658587,-43.557807,1,0,0,0,0,0,,0,0,0,,0,1,
134522,2002,Serious Crash,0,1,0,STOUR ST,TOWEY ST,Otago Region,,Overcast,50,,170.957446,-45.100057,0,0,1,0,0,0,1,0,0,0,,0,0,
319400,2002,Fatal Crash,1,0,0,NOVA SCOTIA DRIVE,URETITI ROAD,Northland Region,,Dark,100,,174.454159,-35.971141,0,0,1,0,0,0,,0,0,0,0,0,0,0
695604,2013,Fatal Crash,1,0,0,SH 1S,SELWYN LAKE ROAD N,Canterbury Region,,Overcast,100,65,172.228462,-43.648024,0,0,0,0,1,0,,0,0,0,0,0,0,0
12786,2017,Minor Crash,0,0,1,SH 87,MILL STREAM BRIDGE,Otago Region,,Bright sun,100,,170.321924,-45.858347,0,0,1,0,0,0,,0,0,0,0,0,0,0
405434,2006,Minor Crash,0,0,2,ONEPOTO ROAD,GLOAMING HILL,Wellington Region,,Bright sun,50,,174.846259,-41.113605,0,0,1,0,0,0,,0,1,0,,0,0,
511928,2006,Minor Crash,0,0,1,OWAIRAKA AVENUE,RICHARDSON ROAD,Auckland Region,,Dark,50,,174.718033,-36.895094,0,0,1,0,0,0,1,0,0,0,,0,0,
233267,2017,Minor Crash,0,0,1,LYNWOOD ROAD,RIMU ST,Auckland Region,,Bright sun,50,,174.669914,-36.903964,0,0,1,0,0,0,,0,0,0,,0,1,
152363,2012,Minor Crash,0,0,1,TE ATATU ROAD,TE ATATU ON WBD N,Auckland Region,,Bright sun,50,,174.652149,-36.858226,1,0,1,0,0,0,,0,0,0,,0,0,
382893,2003,Serious Crash,0,1,0,SH 1S MAIN SOUTH,SEYMOUR ST,Canterbury Region,,Bright sun,50,,172.516283,-43.544553,0,0,1,0,0,0,1,0,0,0,,0,0,
493565,2018,Minor Crash,0,0,1,SH 1N,SUNSET OBR,Auckland Region,,Bright sun,100,,174.728403,-36.753116,0,0,2,0,0,0,,0,2,0,,0,0,
230653,2010,Minor Crash,0,0,2,WEYMOUTH ROAD,BOWATER PLACE,Auckland Region,,Bright sun,50,,174.891052,-37.026238,1,0,0,0,0,0,,0,1,0,,0,0,
246613,2008,Minor Crash,0,0,3,MUSSELBURGH RISE,ROYAL CRESCENT,Otago Region,,Bright sun,50,,170.512424,-45.898740,0,0,1,0,0,0,,0,0,0,0,0,0,0
